Student_id,Course_id,Grade
112201004,16,A
112201004,17,B
112201004,18,S
112201004,19,C
112201004,20,B
112201004,21,D
112201004,22,B
112201004,23,C
112201004,24,A
112201004,25,A
112201004,26,B
112201004,27,C
112201004,28,B
112201004,29,A
112201004,30,C
112201004,191,S
112201004,192,D
112201004,193,B
112201004,194,S
112201004,121,B
112201004,122,E
112201005,1,S
112201005,2,I
112201005,3,S
112201005,4,D
112201005,5,A
112201005,6,S
112201005,7,S
112201005,8,A
112201005,9,D
112201005,10,A
112201005,11,B
112201005,12,B
112201005,13,C
112201005,14,S
112201005,15,S
112201005,16,B
112201005,17,S
112201005,18,C
112201005,19,A
112201005,20,A
112201005,21,C
112201005,22,B
112201005,23,D
112201005,24,A
112201005,25,A
112201005,26,C
112201005,27,S
112201005,28,A
112201005,29,B
112201005,30,F
112201005,191,C
112201005,192,S
112201005,193,B
112201005,194,B
112201005,121,C
112201005,122,S
112201006,1,B
112201006,2,A
112201006,3,B
112201006,4,C
112201006,5,B
112201006,6,A
112201006,7,B
112201006,8,B
112201006,9,A
112201006,10,S
112201006,11,A
112201006,12,A
112201006,13,S
112201006,14,B
112201006,15,A
112201006,16,D
112201006,17,A
112201006,18,D
112201006,19,S
112201006,20,B
112201006,21,A
112201006,22,A
112201006,23,E
112201006,24,B
112201006,25,S
112201006,26,B
112201006,27,S
112201006,28,S
112201006,29,C
112201006,30,A
112201006,191,B
112201006,192,D
112201006,193,A
112201006,194,C
112201006,121,B
112201006,122,A
112201007,1,B
112201007,2,A
112201007,3,B
112201007,4,C
112201007,5,B
112201007,6,B
112201007,7,I
112201007,8,A
112201007,9,B
112201007,10,B
112201007,11,B
112201007,12,C
112201007,13,S
112201007,14,B
112201007,15,B
112201007,16,A
112201007,17,B
112201007,18,B
112201007,19,D
112201007,20,B
112201007,21,C
112201007,22,A
112201007,23,A
112201007,24,S
112201007,25,A
112201007,26,S
112201007,27,A
112201007,28,E
112201007,29,B
112201007,30,A
112201007,191,A
112201007,192,S
112201007,193,B
112201007,194,A
112201007,121,A
112201007,122,B
112201008,1,C
112201008,2,D
112201008,3,B
112201008,4,B
112201008,5,S
112201008,6,A
112201008,7,F
112201008,8,A
112201008,9,S
112201008,10,A
112201008,11,S
112201008,12,A
112201008,13,B
112201008,14,B
112201008,15,B
112201008,16,B
112201008,17,B
112201008,18,S
112201008,19,C
112201008,20,A
112201008,21,S
112201008,22,A
112201008,23,A
112201008,24,C
112201008,25,A
112201008,26,B
112201008,27,S
112201008,28,A
112201008,29,C
112201008,30,B
112201008,191,B
112201008,192,B
112201008,193,B
112201008,194,S
112201008,121,S
112201008,122,E
112201009,1,A
112201009,2,S
112201009,3,A
112201009,4,B
112201009,5,A
112201009,6,C
112201009,7,A
112201009,8,A
112201009,9,A
112201009,10,S
112201009,11,B
112201009,12,D
112201009,13,S
112201009,14,A
112201009,15,S
112201009,16,S
112201009,17,S
112201009,18,A
112201009,19,A
112201009,20,A
112201009,21,A
112201009,22,B
112201009,23,S
112201009,24,A
112201009,25,C
112201009,26,C
112201009,27,A
112201009,28,B
112201009,29,A
112201009,30,B
112201009,191,S
112201009,192,A
112201009,193,S
112201009,194,C
112201009,121,A
112201009,122,S
112201010,1,B
112201010,2,A
112201010,3,A
112201010,4,B
112201010,5,B
112201010,6,A
112201010,7,A
112201010,8,A
112201010,9,B
112201010,10,B
112201010,11,C
112201010,12,D
112201010,13,B
112201010,14,A
112201010,15,B
112201010,16,B
112201010,17,A
112201010,18,A
112201010,19,B
112201010,20,B
112201010,21,A
112201010,22,A
112201010,23,B
112201010,24,D
112201010,25,S
112201010,26,A
112201010,27,I
112201010,28,A
112201010,29,S
112201010,30,A
112201010,191,A
112201010,192,S
112201010,193,C
112201010,194,B
112201010,121,A
112201010,122,E
112201011,1,A
112201011,2,B
112201011,3,S
112201011,4,B
112201011,5,B
112201011,6,B
112201011,7,S
112201011,8,C
112201011,9,B
112201011,10,D
112201011,11,S
112201011,12,B
112201011,13,C
112201011,14,S
112201011,15,A
112201011,16,A
112201011,17,B
112201011,18,B
112201011,19,B
112201011,20,S
112201011,21,E
112201011,22,B
112201011,23,C
112201011,24,S
112201011,25,C
112201011,26,B
112201011,27,S
112201011,28,B
112201011,29,A
112201011,30,S
112201011,191,B
112201011,192,A
112201011,193,B
112201011,194,B
112201011,121,B
112201011,122,I
112201012,1,B
112201012,2,C
112201012,3,D
112201012,4,A
112201012,5,E
112201012,6,B
112201012,7,S
112201012,8,A
112201012,9,S
112201012,10,S
112201012,11,B
112201012,12,B
112201012,13,S
112201012,14,A
112201012,15,D
112201012,16,C
112201012,17,S
112201012,18,C
112201012,19,A
112201012,20,A
112201012,21,D
112201012,22,B
112201012,23,B
112201012,24,B
112201012,25,C
112201012,26,C
112201012,27,B
112201012,28,S
112201012,29,S
112201012,30,E
112201012,191,I
112201012,192,S
112201012,193,B
112201012,194,A
112201012,121,A
112201012,122,A
112201013,1,B
112201013,2,B
112201013,3,A
112201013,4,C
112201013,5,B
112201013,6,B
112201013,7,C
112201013,8,C
112201013,9,B
112201013,10,B
112201013,11,D
112201013,12,B
112201013,13,S
112201013,14,B
112201013,15,A
112201013,16,S
112201013,17,A
112201013,18,D
112201013,19,D
112201013,20,A
112201013,21,B
112201013,22,B
112201013,23,B
112201013,24,A
112201013,25,S
112201013,26,A
112201013,27,A
112201013,28,B
112201013,29,B
112201013,30,B
112201013,191,C
112201013,192,B
112201013,193,S
112201013,194,E
112201013,121,B
112201013,122,D
112201014,1,B
112201014,2,B
112201014,3,B
112201014,4,B
112201014,5,C
112201014,6,C
112201014,7,B
112201014,8,F
112201014,9,A
112201014,10,B
112201014,11,B
112201014,12,B
112201014,13,I
112201014,14,B
112201014,15,B
112201014,16,S
112201014,17,B
112201014,18,C
112201014,19,A
112201014,20,A
112201014,21,S
112201014,22,C
112201014,23,B
112201014,24,B
112201014,25,B
112201014,26,A
112201014,27,C
112201014,28,A
112201014,29,B
112201014,30,B
112201014,191,I
112201014,192,B
112201014,193,B
112201014,194,B
112201014,121,B
112201014,122,B
112201015,1,A
112201015,2,C
112201015,3,A
112201015,4,A
112201015,5,B
112201015,6,A
112201015,7,A
112201015,8,S
112201015,9,B
112201015,10,B
112201015,11,E
112201015,12,B
112201015,13,B
112201015,14,S
112201015,15,A
112201015,16,A
112201015,17,E
112201015,18,S
112201015,19,B
112201015,20,C
112201015,21,E
112201015,22,A
112201015,23,B
112201015,24,S
112201015,25,S
112201015,26,C
112201015,27,C
112201015,28,B
112201015,29,D
112201015,30,A
112201015,191,D
112201015,192,B
112201015,193,A
112201015,194,A
112201015,121,B
112201015,122,A
112201016,1,S
112201016,2,E
112201016,3,S
112201016,4,S
112201016,5,A
112201016,6,A
112201016,7,D
112201016,8,S
112201016,9,S
112201016,10,B
112201016,11,B
112201016,12,B
112201016,13,A
112201016,14,A
112201016,15,B
112201016,16,A
112201016,17,B
112201016,18,S
112201016,19,S
112201016,20,S
112201016,21,B
112201016,22,C
112201016,23,A
112201016,24,A
112201016,25,A
112201016,26,A
112201016,27,A
112201016,28,D
112201016,29,A
112201016,30,A
112201016,191,A
112201016,192,B
112201016,193,B
112201016,194,B
112201016,121,D
112201016,122,C
112201017,1,E
112201017,2,A
112201017,3,S
112201017,4,B
112201017,5,S
112201017,6,I
112201017,7,B
112201017,8,C
112201017,9,B
112201017,10,B
112201017,11,B
112201017,12,S
112201017,13,A
112201017,14,B
112201017,15,C
112201017,16,S
112201017,17,D
112201017,18,B
112201017,19,C
112201017,20,S
112201017,21,B
112201017,22,B
112201017,23,B
112201017,24,S
112201017,25,B
112201017,26,B
112201017,27,S
112201017,28,B
112201017,29,B
112201017,30,B
112201017,191,E
112201017,192,E
112201017,193,E
112201017,194,A
112201017,121,B
112201017,122,F
112201018,1,A
112201018,2,E
112201018,3,S
112201018,4,A
112201018,5,C
112201018,6,S
112201018,7,A
112201018,8,S
112201018,9,D
112201018,10,B
112201018,11,B
112201018,12,A
112201018,13,E
112201018,14,B
112201018,15,B
112201018,16,S
112201018,17,B
112201018,18,B
112201018,19,E
112201018,20,A
112201018,21,B
112201018,22,A
112201018,23,B
112201018,24,C
112201018,25,S
112201018,26,S
112201018,27,B
112201018,28,B
112201018,29,A
112201018,30,A
112201018,191,S
112201018,192,A
112201018,193,B
112201018,194,A
112201018,121,A
112201018,122,A
112201019,1,E
112201019,2,A
112201019,3,E
112201019,4,S
112201019,5,B
112201019,6,B
112201019,7,A
112201019,8,A
112201019,9,S
112201019,10,B
112201019,11,A
112201019,12,S
112201019,13,B
112201019,14,B
112201019,15,C
112201019,16,A
112201019,17,B
112201019,18,B
112201019,19,C
112201019,20,B
112201019,21,B
112201019,22,E
112201019,23,B
112201019,24,A
112201019,25,A
112201019,26,A
112201019,27,S
112201019,28,B
112201019,29,B
112201019,30,A
112201019,191,A
112201019,192,B
112201019,193,A
112201019,194,A
112201019,121,A
112201019,122,A
112201020,1,A
112201020,2,B
112201020,3,A
112201020,4,D
112201020,5,A
112201020,6,A
112201020,7,A
112201020,8,D
112201020,9,A
112201020,10,D
112201020,11,C
112201020,12,A
112201020,13,B
112201020,14,A
112201020,15,A
112201020,16,I
112201020,17,A
112201020,18,B
112201020,19,A
112201020,20,A
112201020,21,C
112201020,22,S
112201020,23,B
112201020,24,A
112201020,25,B
112201020,26,B
112201020,27,B
112201020,28,C
112201020,29,B
112201020,30,B
112201020,191,A
112201020,192,C
112201020,193,B
112201020,194,B
112201020,121,A
112201020,122,A
112201021,1,A
112201021,2,A
112201021,3,S
112201021,4,D
112201021,5,B
112201021,6,B
112201021,7,F
112201021,8,A
112201021,9,B
112201021,10,B
112201021,11,B
112201021,12,A
112201021,13,B
112201021,14,A
112201021,15,C
112201021,16,A
112201021,17,B
112201021,18,A
112201021,19,A
112201021,20,A
112201021,21,B
112201021,22,B
112201021,23,A
112201021,24,B
112201021,25,S
112201021,26,C
112201021,27,B
112201021,28,D
112201021,29,B
112201021,30,B
112201021,191,B
112201021,192,B
112201021,193,S
112201021,194,B
112201021,121,S
112201021,122,B
112201022,1,A
112201022,2,S
112201022,3,I
112201022,4,B
112201022,5,B
112201022,6,D
112201022,7,B
112201022,8,B
112201022,9,A
112201022,10,D
112201022,11,I
112201022,12,E
112201022,13,B
112201022,14,A
112201022,15,B
112201022,16,C
112201022,17,B
112201022,18,A
112201022,19,D
112201022,20,A
112201022,21,D
112201022,22,B
112201022,23,A
112201022,24,S
112201022,25,A
112201022,26,A
112201022,27,A
112201022,28,A
112201022,29,B
112201022,30,S
112201022,191,I
112201022,192,A
112201022,193,B
112201022,194,B
112201022,121,B
112201022,122,A
112201023,1,A
112201023,2,A
112201023,3,B
112201023,4,A
112201023,5,A
112201023,6,A
112201023,7,B
112201023,8,C
112201023,9,B
112201023,10,D
112201023,11,D
112201023,12,S
112201023,13,A
112201023,14,A
112201023,15,B
112201023,16,A
112201023,17,B
112201023,18,B
112201023,19,S
112201023,20,E
112201023,21,A
112201023,22,B
112201023,23,B
112201023,24,D
112201023,25,B
112201023,26,B
112201023,27,B
112201023,28,A
112201023,29,S
112201023,30,A
112201023,191,B
112201023,192,C
112201023,193,S
112201023,194,B
112201023,121,C
112201023,122,B
112201024,1,A
112201024,2,A
112201024,3,B
112201024,4,S
112201024,5,A
112201024,6,A
112201024,7,B
112201024,8,B
112201024,9,B
112201024,10,S
112201024,11,C
112201024,12,B
112201024,13,S
112201024,14,S
112201024,15,A
112201024,16,B
112201024,17,A
112201024,18,I
112201024,19,B
112201024,20,A
112201024,21,B
112201024,22,C
112201024,23,B
112201024,24,A
112201024,25,S
112201024,26,A
112201024,27,A
112201024,28,B
112201024,29,B
112201024,30,S
112201024,191,I
112201024,192,B
112201024,193,B
112201024,194,B
112201024,121,I
112201024,122,B
112201025,1,A
112201025,2,S
112201025,3,B
112201025,4,S
112201025,5,A
112201025,6,B
112201025,7,B
112201025,8,E
112201025,9,B
112201025,10,F
112201025,11,A
112201025,12,A
112201025,13,S
112201025,14,C
112201025,15,A
112201025,16,S
112201025,17,S
112201025,18,A
112201025,19,C
112201025,20,A
112201025,21,F
112201025,22,B
112201025,23,A
112201025,24,S
112201025,25,C
112201025,26,A
112201025,27,A
112201025,28,A
112201025,29,D
112201025,30,B
112201025,191,S
112201025,192,E
112201025,193,B
112201025,194,C
112201025,121,B
112201025,122,B
112301001,1,S
112301001,2,B
112301001,3,S
112301001,4,A
112301001,5,S
112301001,6,B
112301001,7,D
112301001,8,C
112301001,9,S
112301001,10,I
112301001,22,D
112301001,23,B
112301001,24,B
112301001,25,S
112301001,26,C
112301001,28,B
112301001,166,S
112301001,191,C
112301001,192,A
112301001,193,B
112301001,194,B
112301001,121,B
112301001,122,E
112301002,1,D
112301002,2,A
112301002,3,S
112301002,4,S
112301002,5,S
112301002,6,B
112301002,7,A
112301002,8,B
112301002,9,S
112301002,10,B
112301002,22,B
112301002,23,A
112301002,24,B
112301002,25,B
112301002,26,B
112301002,28,S
112301002,191,S
112301002,192,B
112301002,193,B
112301002,194,D
112301002,108,A
112301002,121,A
112301002,122,B
112301003,1,A
112301003,2,F
112301003,3,A
112301003,4,S
112301003,5,A
112301003,6,B
112301003,7,B
112301003,8,A
112301003,9,S
112301003,10,B
112301003,22,B
112301003,23,D
112301003,24,S
112301003,25,B
112301003,26,B
112301003,28,B
112301003,176,B
112301003,191,C
112301003,192,B
112301003,193,E
112301003,194,B
112301003,121,I
112301003,122,A
112301004,1,A
112301004,2,D
112301004,3,C
112301004,4,B
112301004,5,B
112301004,6,B
112301004,7,S
112301004,8,D
112301004,9,B
112301004,10,B
112301004,22,A
112301004,23,B
112301004,24,A
112301004,25,B
112301004,26,B
112301004,28,C
112301004,191,A
112301004,192,A
112301004,193,B
112301004,194,E
112301004,78,A
112301004,121,B
112301004,122,C
112301005,1,S
112301005,2,E
112301005,3,S
112301005,4,I
112301005,5,B
112301005,6,A
112301005,7,B
112301005,8,D
112301005,9,B
112301005,10,B
112301005,22,A
112301005,23,B
112301005,24,A
112301005,25,B
112301005,26,C
112301005,28,S
112301005,44,B
112301005,191,A
112301005,192,B
112301005,193,S
112301005,194,B
112301005,121,A
112301005,122,B
112301006,1,B
112301006,2,A
112301006,3,B
112301006,4,A
112301006,5,A
112301006,6,B
112301006,7,B
112301006,8,S
112301006,9,S
112301006,10,D
112301006,22,A
112301006,23,S
112301006,24,B
112301006,25,A
112301006,26,S
112301006,28,A
112301006,191,I
112301006,192,B
112301006,193,B
112301006,194,C
112301006,107,B
112301006,121,B
112301006,122,D
112301007,1,B
112301007,2,B
112301007,3,A
112301007,4,S
112301007,5,A
112301007,6,A
112301007,7,B
112301007,8,S
112301007,9,B
112301007,10,E
112301007,22,A
112301007,23,A
112301007,24,S
112301007,25,C
112301007,26,A
112301007,28,B
112301007,166,C
112301007,191,A
112301007,192,B
112301007,193,A
112301007,194,A
112301007,121,A
112301007,122,A
112301008,1,S
112301008,2,D
112301008,3,S
112301008,4,D
112301008,5,B
112301008,6,B
112301008,7,A
112301008,8,A
112301008,9,C
112301008,10,A
112301008,22,B
112301008,23,B
112301008,24,S
112301008,25,B
112301008,26,S
112301008,28,A
112301008,164,A
112301008,191,S
112301008,192,B
112301008,193,A
112301008,194,B
112301008,121,S
112301008,122,B
112301009,1,A
112301009,2,A
112301009,3,A
112301009,4,B
112301009,5,I
112301009,6,D
112301009,7,A
112301009,8,A
112301009,9,A
112301009,10,S
112301009,22,B
112301009,23,D
112301009,24,B
112301009,25,A
112301009,26,B
112301009,28,C
112301009,177,F
112301009,191,B
112301009,192,A
112301009,193,D
112301009,194,B
112301009,121,B
112301009,122,A
112301010,1,D
112301010,2,S
112301010,3,B
112301010,4,A
112301010,5,C
112301010,6,S
112301010,7,S
112301010,8,B
112301010,9,A
112301010,10,S
112301010,22,A
112301010,23,C
112301010,24,D
112301010,25,A
112301010,26,B
112301010,28,D
112301010,160,B
112301010,191,B
112301010,192,A
112301010,193,B
112301010,194,S
112301010,121,E
112301010,122,A
112301011,1,A
112301011,2,B
112301011,3,A
112301011,4,B
112301011,5,A
112301011,6,B
112301011,7,C
112301011,8,S
112301011,9,A
112301011,10,C
112301011,22,I
112301011,23,S
112301011,24,B
112301011,25,B
112301011,26,B
112301011,28,A
112301011,44,B
112301011,191,S
112301011,192,B
112301011,193,A
112301011,194,B
112301011,121,C
112301011,122,A
112301012,1,A
112301012,2,A
112301012,3,C
112301012,4,S
112301012,5,S
112301012,6,B
112301012,7,S
112301012,8,S
112301012,9,S
112301012,10,C
112301012,20,B
112301012,22,A
112301012,23,A
112301012,24,D
112301012,25,A
112301012,26,B
112301012,28,C
112301012,191,C
112301012,192,B
112301012,193,S
112301012,194,S
112301012,121,B
112301012,122,A
112301013,1,C
112301013,2,E
112301013,3,B
112301013,4,S
112301013,5,B
112301013,6,B
112301013,7,B
112301013,8,C
112301013,9,C
112301013,10,C
112301013,22,A
112301013,23,A
112301013,24,D
112301013,25,B
112301013,26,C
112301013,28,C
112301013,185,C
112301013,191,E
112301013,192,S
112301013,193,B
112301013,194,B
112301013,121,S
112301013,122,E
112301014,1,C
112301014,2,C
112301014,3,B
112301014,4,C
112301014,5,E
112301014,6,B
112301014,7,S
112301014,8,B
112301014,9,B
112301014,10,C
112301014,22,D
112301014,23,A
112301014,24,C
112301014,25,B
112301014,26,B
112301014,28,B
112301014,181,A
112301014,191,A
112301014,192,S
112301014,193,C
112301014,194,A
112301014,121,A
112301014,122,B
112301015,1,B
112301015,2,A
112301015,3,S
112301015,4,B
112301015,5,A
112301015,6,B
112301015,7,B
112301015,8,B
112301015,9,B
112301015,10,A
112301015,22,S
112301015,23,A
112301015,24,A
112301015,25,A
112301015,26,I
112301015,28,B
112301015,161,S
112301015,191,A
112301015,192,A
112301015,193,B
112301015,194,B
112301015,121,B
112301015,122,S
112301016,1,B
112301016,2,A
112301016,3,B
112301016,4,C
112301016,5,C
112301016,6,I
112301016,7,S
112301016,8,S
112301016,9,C
112301016,10,B
112301016,22,B
112301016,23,C
112301016,24,E
112301016,25,A
112301016,26,B
112301016,28,A
112301016,191,B
112301016,192,I
112301016,193,S
112301016,194,A
112301016,108,S
112301016,121,C
112301016,122,C
112301017,1,A
112301017,2,S
112301017,3,B
112301017,4,S
112301017,5,A
112301017,6,A
112301017,7,A
112301017,8,B
112301017,9,A
112301017,10,A
112301017,22,B
112301017,23,A
112301017,24,A
112301017,25,S
112301017,26,S
112301017,28,S
112301017,191,A
112301017,192,S
112301017,193,B
112301017,194,A
112301017,109,S
112301017,121,A
112301017,122,S
112301018,1,S
112301018,2,S
112301018,3,S
112301018,4,S
112301018,5,A
112301018,6,A
112301018,7,A
112301018,8,B
112301018,9,C
112301018,10,S
112301018,22,C
112301018,23,A
112301018,24,A
112301018,25,I
112301018,26,A
112301018,28,C
112301018,157,B
112301018,191,B
112301018,192,C
112301018,193,D
112301018,194,B
112301018,121,A
112301018,122,B
112301019,1,I
112301019,2,D
112301019,3,C
112301019,4,A
112301019,5,A
112301019,6,A
112301019,7,A
112301019,8,S
112301019,9,B
112301019,10,S
112301019,22,S
112301019,23,A
112301019,24,A
112301019,25,B
112301019,26,S
112301019,28,B
112301019,47,B
112301019,191,S
112301019,192,B
112301019,193,A
112301019,194,S
112301019,121,B
112301019,122,B
112301020,1,A
112301020,2,A
112301020,3,S
112301020,4,S
112301020,5,A
112301020,6,A
112301020,7,S
112301020,8,I
112301020,9,B
112301020,10,B
112301020,139,B
112301020,22,B
112301020,23,B
112301020,24,A
112301020,25,E
112301020,26,A
112301020,28,A
112301020,191,B
112301020,192,C
112301020,193,B
112301020,194,A
112301020,121,A
112301020,122,A
112301021,1,S
112301021,2,B
112301021,3,A
112301021,4,A
112301021,5,I
112301021,6,A
112301021,7,C
112301021,8,F
112301021,9,B
112301021,10,B
112301021,22,B
112301021,23,B
112301021,24,A
112301021,25,A
112301021,26,S
112301021,28,I
112301021,184,S
112301021,191,I
112301021,192,B
112301021,193,S
112301021,194,C
112301021,121,B
112301021,122,B
112301022,1,B
112301022,2,A
112301022,3,A
112301022,4,D
112301022,5,C
112301022,6,S
112301022,7,S
112301022,8,C
112301022,9,C
112301022,10,A
112301022,22,A
112301022,23,A
112301022,24,A
112301022,25,D
112301022,26,E
112301022,28,S
112301022,191,B
112301022,192,A
112301022,193,B
112301022,194,A
112301022,110,A
112301022,121,B
112301022,122,D
112301023,1,C
112301023,2,D
112301023,3,A
112301023,4,A
112301023,5,C
112301023,6,B
112301023,7,D
112301023,8,A
112301023,9,C
112301023,10,B
112301023,19,C
112301023,22,B
112301023,23,S
112301023,24,S
112301023,25,A
112301023,26,A
112301023,28,F
112301023,191,B
112301023,192,A
112301023,193,I
112301023,194,E
112301023,121,E
112301023,122,B
112301024,1,A
112301024,2,S
112301024,3,A
112301024,4,B
112301024,5,S
112301024,6,F
112301024,7,S
112301024,8,C
112301024,9,A
112301024,10,S
112301024,22,B
112301024,23,C
112301024,24,C
112301024,25,A
112301024,26,I
112301024,28,S
112301024,189,S
112301024,191,A
112301024,192,B
112301024,193,B
112301024,194,A
112301024,121,C
112301024,122,B
112301025,1,A
112301025,2,B
112301025,3,D
112301025,4,B
112301025,5,C
112301025,6,A
112301025,7,C
112301025,8,A
112301025,9,B
112301025,10,B
112301025,22,A
112301025,23,D
112301025,24,B
112301025,25,B
112301025,26,A
112301025,28,B
112301025,175,A
112301025,191,B
112301025,192,S
112301025,193,S
112301025,194,B
112301025,121,S
112301025,122,A
112401001,128,B
112401001,1,B
112401001,2,C
112401001,3,B
112401001,4,C
112401001,133,C
112401001,134,S
112401001,14,C
112401001,22,E
112401001,23,B
112401001,24,A
112401001,157,A
112401001,158,S
112401001,37,B
112401001,191,B
112401001,192,S
112401001,193,B
112401001,194,A
112401001,75,B
112401001,106,E
112401001,117,B
112401001,121,B
112401001,122,A
112401002,1,A
112401002,2,B
112401002,3,S
112401002,4,E
112401002,137,A
112401002,22,B
112401002,23,C
112401002,151,D
112401002,157,S
112401002,169,A
112401002,43,A
112401002,173,B
112401002,191,A
112401002,192,B
112401002,193,B
112401002,194,C
112401002,71,B
112401002,72,B
112401002,73,A
112401002,86,B
112401002,102,A
112401002,121,A
112401002,122,I
112401003,1,A
112401003,2,A
112401003,3,A
112401003,4,B
112401003,135,A
112401003,12,C
112401003,14,A
112401003,143,A
112401003,22,A
112401003,23,A
112401003,44,B
112401003,49,S
112401003,179,S
112401003,191,A
112401003,192,A
112401003,193,B
112401003,194,B
112401003,68,B
112401003,79,B
112401003,102,B
112401003,107,A
112401003,121,A
112401003,122,B
112401004,1,B
112401004,2,B
112401004,3,I
112401004,4,B
112401004,21,F
112401004,22,A
112401004,23,A
112401004,25,B
112401004,27,A
112401004,168,C
112401004,172,A
112401004,176,B
112401004,55,E
112401004,60,B
112401004,191,B
112401004,192,S
112401004,193,S
112401004,194,A
112401004,69,B
112401004,106,B
112401004,110,S
112401004,121,D
112401004,122,S
112401005,1,B
112401005,2,B
112401005,3,E
112401005,4,S
112401005,8,S
112401005,14,A
112401005,16,B
112401005,17,E
112401005,146,B
112401005,147,I
112401005,149,B
112401005,22,A
112401005,23,A
112401005,24,B
112401005,159,A
112401005,191,S
112401005,192,C
112401005,193,D
112401005,194,B
112401005,90,B
112401005,117,A
112401005,121,B
112401005,122,B
112401006,1,A
112401006,2,B
112401006,3,A
112401006,4,S
112401006,5,A
112401006,21,A
112401006,22,D
112401006,23,S
112401006,157,S
112401006,29,C
112401006,30,A
112401006,164,I
112401006,42,A
112401006,177,A
112401006,191,B
112401006,192,C
112401006,193,A
112401006,194,A
112401006,77,S
112401006,97,B
112401006,100,B
112401006,121,B
112401006,122,S
112401007,1,B
112401007,2,A
112401007,3,S
112401007,4,B
112401007,131,B
112401007,9,A
112401007,10,S
112401007,144,B
112401007,21,A
112401007,22,S
112401007,23,B
112401007,173,S
112401007,54,D
112401007,184,S
112401007,191,D
112401007,192,C
112401007,193,B
112401007,194,S
112401007,70,S
112401007,86,B
112401007,106,B
112401007,121,S
112401007,122,I
112401008,1,B
112401008,2,S
112401008,3,A
112401008,4,A
112401008,10,A
112401008,12,A
112401008,22,S
112401008,23,B
112401008,168,A
112401008,44,D
112401008,178,D
112401008,191,A
112401008,192,A
112401008,193,C
112401008,194,I
112401008,71,B
112401008,73,A
112401008,79,C
112401008,90,D
112401008,100,C
112401008,103,A
112401008,121,S
112401008,122,C
112401009,1,A
112401009,2,C
112401009,3,B
112401009,4,C
112401009,130,B
112401009,22,C
112401009,23,I
112401009,27,B
112401009,157,B
112401009,158,C
112401009,41,B
112401009,170,A
112401009,43,B
112401009,50,B
112401009,191,I
112401009,192,A
112401009,193,D
112401009,194,B
112401009,74,C
112401009,105,A
112401009,111,A
112401009,121,B
112401009,122,C
112401010,128,B
112401010,1,A
112401010,2,A
112401010,3,A
112401010,4,B
112401010,11,B
112401010,19,A
112401010,22,C
112401010,23,B
112401010,25,B
112401010,27,F
112401010,39,A
112401010,181,S
112401010,184,A
112401010,187,B
112401010,191,D
112401010,192,A
112401010,193,S
112401010,194,B
112401010,71,A
112401010,105,B
112401010,121,B
112401010,122,B
112401011,1,S
112401011,2,C
112401011,3,B
112401011,4,I
112401011,5,A
112401011,15,S
112401011,22,A
112401011,23,A
112401011,172,A
112401011,49,A
112401011,55,B
112401011,191,B
112401011,192,B
112401011,193,B
112401011,194,S
112401011,73,B
112401011,87,B
112401011,90,A
112401011,97,S
112401011,108,B
112401011,119,A
112401011,121,B
112401011,122,B
112401012,1,F
112401012,2,B
112401012,3,E
112401012,4,S
112401012,143,A
112401012,18,B
112401012,22,B
112401012,23,B
112401012,26,A
112401012,159,B
112401012,162,A
112401012,169,A
112401012,50,C
112401012,181,A
112401012,184,A
112401012,57,S
112401012,191,C
112401012,192,S
